prdt_type,brand,milestone,target_group,campaign_month,selected_qty,mailed_count,response_count,response_sales_amt,cust_segment,response_rate_percentage,sales_per_mailed
Prdt-2,E,27 Months,Targeted,AUGUST,1399,1399,29,5325.26,EGRecall27NONFS,2.0729092208720514,3.8064760543245177
Prdt-2,E,27 Months,Control,AUGUST,155,155,3,193.98,EGRecall27NONFSControl,1.935483870967742,1.2514838709677418
Prdt-2,E,27 Months,Control,AUGUST,157,157,2,778.2,EGRecall27NONFS-Control,1.2738853503184715,4.956687898089172
Prdt-2,E,27 Months,Targeted,AUGUST,203,203,2,286.99,EGRecall27NV,0.9852216748768473,1.413743842364532
Prdt-2,E,27 Months,Control,AUGUST,23,23,0,0.0,EGRecall27NVControl,0.0,0.0
Prdt-2,E,12 Months,Control,DECEMBER,10398,1021,97,20751.02,Recall-CG,9.500489715964742,20.324211557296767
Prdt-2,E,12 Months,Control,DECEMBER,173,23,1,215.0,Recall-CG,4.3478260869565215,9.347826086956522
Prdt-2,E,12 Months,Control,DECEMBER,23364,1779,122,24281.45,Recall-CG,6.857785272625071,13.648931984260821
Prdt-2,E,12 Months,Control,DECEMBER,6870,639,36,6784.68,Recall-CG,5.633802816901409,10.617652582159625
Prdt-2,E,12 Months,Control,DECEMBER,7528,346,22,4485.88,Recall-CG,6.358381502890173,12.964971098265897
Prdt-2,E,12 Months,Targeted,DECEMBER,84845,3236,196,37821.67,Recall-TG,6.056860321384425,11.687784301606921
Prdt-2,E,12 Months,Targeted,DECEMBER,103135,5258,352,73368.54,Recall-TG,6.694560669456067,13.953697223278812
Prdt-2,E,12 Months,Targeted,DECEMBER,3154,315,15,3816.43,Recall-TG,4.761904761904762,12.115650793650794
Prdt-2,E,12 Months,Targeted,DECEMBER,210346,15846,1184,253719.21,Recall-TG,7.471917203079642,16.01156190836804
Prdt-2,E,12 Months,Targeted,DECEMBER,93628,9530,936,205547.4,Recall-TG,9.82161594963274,21.568457502623293
Prdt-2,E,15 Months,Control,DECEMBER,4580,307,13,2289.7,Recall-CG,4.234527687296417,7.458306188925081
Prdt-2,E,15 Months,Control,DECEMBER,173,33,2,632.45,Recall-CG,6.0606060606060606,19.165151515151518
Prdt-2,E,15 Months,Control,DECEMBER,5199,829,35,5882.69,Recall-CG,4.2219541616405305,7.096127864897467
Prdt-2,E,15 Months,Control,DECEMBER,11682,1498,42,7204.47,Recall-CG,2.803738317757009,4.809392523364486
Prdt-2,E,15 Months,Control,DECEMBER,3764,298,12,2045.69,Recall-CG,4.026845637583892,6.864731543624162
Prdt-2,E,15 Months,Targeted,DECEMBER,1577,221,6,858.0,Recall-TG,2.7149321266968327,3.8823529411764706
Prdt-2,E,15 Months,Targeted,DECEMBER,105173,12951,456,89922.67,Recall-TG,3.520963632151957,6.943299359122848
Prdt-2,E,15 Months,Targeted,DECEMBER,46814,7442,313,61186.33,Recall-TG,4.205858640150497,8.221758935769955
Prdt-2,E,15 Months,Targeted,DECEMBER,50907,2658,73,16802.56,Recall-TG,2.746425884123401,6.321504890895411
Prdt-2,E,15 Months,Targeted,DECEMBER,61881,2841,77,14488.68,Recall-TG,2.710313269975361,5.099852164730729
Prdt-2,E,18 Months,Control,DECEMBER,11682,1582,39,7802.99,Recall-CG,2.4652338811630847,4.932357774968394
Prdt-2,E,18 Months,Control,DECEMBER,5646,333,9,1480.19,Recall-CG,2.7027027027027026,4.445015015015016
Prdt-2,E,18 Months,Control,DECEMBER,173,34,0,0.0,Recall-CG,0.0,0.0
Prdt-2,E,18 Months,Control,DECEMBER,2290,263,9,1139.3,Recall-CG,3.4220532319391634,4.331939163498099
Prdt-2,E,18 Months,Control,DECEMBER,5199,847,22,6008.08,Recall-CG,2.5974025974025974,7.093364817001181
Prdt-2,E,18 Months,Control,DECEMBER,11682,1350,40,7299.27,Recall-CG,2.9629629629629632,5.406866666666667
Prdt-2,E,18 Months,Targeted,DECEMBER,50907,2821,76,15148.17,Recall-TG,2.694080113434952,5.369787309464729
Prdt-2,E,18 Months,Targeted,DECEMBER,1577,258,8,1366.97,Recall-TG,3.10077519379845,5.298333333333334
Prdt-2,E,18 Months,Targeted,DECEMBER,61881,2774,87,17574.98,Recall-TG,3.1362653208363374,6.335609228550829
Prdt-2,E,18 Months,Targeted,DECEMBER,105173,14210,461,93495.37,Recall-TG,3.2441942294159047,6.579547501759324
Prdt-2,E,18 Months,Targeted,DECEMBER,46814,7740,292,64616.65,Recall-TG,3.7726098191214468,8.348404392764857
Prdt-2,E,18 Months,Targeted,DECEMBER,105173,12483,355,73026.45,Recall-TG,2.843867660017624,5.850072098053352
Prdt-2,E,21 Months,Control,DECEMBER,4580,400,3,275.0,Recall-CG,0.75,0.6875
Prdt-2,E,21 Months,Control,DECEMBER,173,34,0,0.0,Recall-CG,0.0,0.0
Prdt-2,E,21 Months,Control,DECEMBER,11682,1358,42,8173.8,Recall-CG,3.0927835051546393,6.01899852724595
Prdt-2,E,21 Months,Control,DECEMBER,5199,1027,26,4958.51,Recall-CG,2.5316455696202533,4.828149951314509
Prdt-2,E,21 Months,Control,DECEMBER,5646,342,4,999.39,Recall-CG,1.1695906432748537,2.9221929824561403
Prdt-2,E,21 Months,Targeted,DECEMBER,46814,8858,278,59029.11,Recall-TG,3.138405960713479,6.663932038834951
Prdt-2,E,21 Months,Targeted,DECEMBER,105173,12391,283,62811.65,Recall-TG,2.2839157452990073,5.0691348559438305
Prdt-2,E,21 Months,Targeted,DECEMBER,50907,3079,61,12970.73,Recall-TG,1.9811627151672622,4.212643715492042
Prdt-2,E,21 Months,Targeted,DECEMBER,61881,3377,73,15212.47,Recall-TG,2.161681966242227,4.504729049452176
Prdt-2,E,21 Months,Targeted,DECEMBER,1577,308,4,776.79,Recall-TG,1.2987012987012987,2.5220454545454545
Prdt-2,E,24 Months,Control,DECEMBER,6870,286,12,2552.18,Recall-CG,4.195804195804196,8.923706293706292
Prdt-2,E,24 Months,Control,DECEMBER,5199,804,41,11358.2,Recall-CG,5.099502487562189,14.127114427860697
Prdt-2,E,24 Months,Control,DECEMBER,11682,1432,46,9718.67,Recall-CG,3.212290502793296,6.786780726256984
Prdt-2,E,24 Months,Control,DECEMBER,3764,299,7,2271.31,Recall-CG,2.341137123745819,7.596354515050167
Prdt-2,E,24 Months,Control,DECEMBER,173,23,0,0.0,Recall-CG,0.0,0.0
Prdt-2,E,24 Months,Control,DECEMBER,11682,1406,40,9145.77,Recall-CG,2.844950213371266,6.504815078236131
Prdt-2,E,24 Months,Targeted,DECEMBER,50907,2681,88,17910.22,Recall-TG,3.282357329354718,6.680425214472212
Prdt-2,E,24 Months,Targeted,DECEMBER,46814,7105,325,76557.45,Recall-TG,4.574243490499648,10.77515130190007
Prdt-2,E,24 Months,Targeted,DECEMBER,61881,2783,113,23234.21,Recall-TG,4.060366510959397,8.348620194035213
Prdt-2,E,24 Months,Targeted,DECEMBER,1577,220,5,1123.97,Recall-TG,2.272727272727273,5.108954545454545
Prdt-2,E,24 Months,Targeted,DECEMBER,105173,13063,322,67450.21,Recall-TG,2.4649774171323586,5.163454795988671
Prdt-2,E,24 Months,Targeted,DECEMBER,105173,12569,499,117110.69,Recall-TG,3.9700851300819475,9.317423024902538
Prdt-2,E,27 Months,Control,DECEMBER,11682,1277,30,4388.04,Recall-CG,2.3492560689115116,3.4362098668754895
Prdt-2,E,27 Months,Control,DECEMBER,173,26,0,0.0,Recall-CG,0.0,0.0
Prdt-2,E,27 Months,Control,DECEMBER,5199,671,18,2688.52,Recall-CG,2.682563338301043,4.006736214605067
Prdt-2,E,27 Months,Control,DECEMBER,132820,395,14,2301.73,Recall-CG,3.5443037974683547,5.827164556962026
Prdt-2,E,27 Months,Control,DECEMBER,9410,264,6,2173.2,Recall-CG,2.272727272727273,8.23181818181818
Prdt-2,E,27 Months,Targeted,DECEMBER,1577,239,3,820.6,Recall-TG,1.2552301255230125,3.4334728033472803
Prdt-2,E,27 Months,Targeted,DECEMBER,2599002,3578,140,28929.52,Recall-TG,3.912800447177194,8.085388485187256
Prdt-2,E,27 Months,Targeted,DECEMBER,105173,11647,258,53478.02,Recall-TG,2.215162702841934,4.591570361466472
Prdt-2,E,27 Months,Targeted,DECEMBER,271504,2478,49,11176.77,Recall-TG,1.977401129943503,4.510399515738499
Prdt-2,E,27 Months,Targeted,DECEMBER,46814,6123,141,30610.73,Recall-TG,2.302792748652621,4.999302629430018
Prdt-2,E,12 Months,Control,JANUARY,12514,999,65,12597.55,Recall-CG,6.506506506506507,12.61016016016016
Prdt-2,E,12 Months,Control,JANUARY,6843,569,24,4711.99,Recall-CG,4.21792618629174,8.281177504393673
Prdt-2,E,12 Months,Control,JANUARY,9150,350,22,4008.17,Recall-CG,6.2857142857142865,11.451914285714286
Prdt-2,E,12 Months,Control,JANUARY,176,24,1,374.9,Recall-CG,4.166666666666666,15.620833333333332
Prdt-2,E,12 Months,Control,JANUARY,5760,624,58,11746.54,Recall-CG,9.294871794871796,18.824583333333333
Prdt-2,E,12 Months,Targeted,JANUARY,3200,252,13,2643.79,Recall-TG,5.158730158730158,10.491230158730158
Prdt-2,E,12 Months,Targeted,JANUARY,102745,5241,264,52430.68,Recall-TG,5.037206639954207,10.003945811867965
Prdt-2,E,12 Months,Targeted,JANUARY,51880,5892,598,136347.84,Recall-TG,10.149355057705362,23.141181262729123
Prdt-2,E,12 Months,Targeted,JANUARY,112660,9368,689,149191.18,Recall-TG,7.354824935952177,15.925616994022203
Prdt-2,E,12 Months,Targeted,JANUARY,82430,2972,148,29232.64,Recall-TG,4.979811574697174,9.836016150740242
Prdt-2,E,15 Months,Control,JANUARY,2880,489,21,4652.96,Recall-CG,4.294478527607362,9.515255623721881
Prdt-2,E,15 Months,Control,JANUARY,6257,846,40,10015.15,Recall-CG,4.7281323877068555,11.838238770685578
Prdt-2,E,15 Months,Control,JANUARY,176,29,1,9.0,Recall-CG,3.4482758620689653,0.3103448275862069
Prdt-2,E,15 Months,Control,JANUARY,1830,301,7,1505.27,Recall-CG,2.3255813953488373,5.000897009966778
Prdt-2,E,15 Months,Control,JANUARY,4562,336,12,2034.2,Recall-CG,3.571428571428571,6.054166666666667
Prdt-2,E,15 Months,Targeted,JANUARY,25940,4352,248,52343.25,Recall-TG,5.698529411764706,12.027401194852942
Prdt-2,E,15 Months,Targeted,JANUARY,61647,2854,91,19701.01,Recall-TG,3.1885073580939034,6.9029467414155565
Prdt-2,E,15 Months,Targeted,JANUARY,49458,2647,83,17065.4,Recall-TG,3.135625236116358,6.447072157159049
Prdt-2,E,15 Months,Targeted,JANUARY,1600,273,9,1994.67,Recall-TG,3.296703296703297,7.3064835164835165
Prdt-2,E,15 Months,Targeted,JANUARY,56330,7860,359,75988.1,Recall-TG,4.567430025445293,9.667697201017813
Prdt-2,E,18 Months,Control,JANUARY,4562,319,5,1349.41,Recall-CG,1.5673981191222568,4.23012539184953
Prdt-2,E,18 Months,Control,JANUARY,6257,748,26,5375.95,Recall-CG,3.4759358288770055,7.187098930481283
Prdt-2,E,18 Months,Control,JANUARY,2880,499,21,4211.73,Recall-CG,4.208416833667335,8.440340681362725
Prdt-2,E,18 Months,Control,JANUARY,6257,808,29,5808.25,Recall-CG,3.5891089108910887,7.188428217821782
Prdt-2,E,18 Months,Control,JANUARY,3660,309,12,2739.65,Recall-CG,3.8834951456310676,8.866181229773463
Prdt-2,E,18 Months,Control,JANUARY,176,39,0,0.0,Recall-CG,0.0,0.0
Prdt-2,E,18 Months,Targeted,JANUARY,49458,2784,80,17779.79,Recall-TG,2.8735632183908044,6.386418821839081
Prdt-2,E,18 Months,Targeted,JANUARY,25940,4271,217,46151.21,Recall-TG,5.080777335518614,10.805715289159448
Prdt-2,E,18 Months,Targeted,JANUARY,56330,7117,253,53504.43,Recall-TG,3.554868624420402,7.517834761837853
Prdt-2,E,18 Months,Targeted,JANUARY,56330,6938,254,58028.82,Recall-TG,3.6609974055923895,8.363911790141252
Prdt-2,E,18 Months,Targeted,JANUARY,61647,2741,71,16004.72,Recall-TG,2.590295512586647,5.8390076614374316
Prdt-2,E,18 Months,Targeted,JANUARY,1600,273,3,566.92,Recall-TG,1.098901098901099,2.0766300366300365
Prdt-2,E,21 Months,Control,JANUARY,2880,495,11,1734.59,Recall-CG,2.2222222222222223,3.504222222222222
Prdt-2,E,21 Months,Control,JANUARY,5490,299,4,848.53,Recall-CG,1.3377926421404682,2.8378929765886287
Prdt-2,E,21 Months,Control,JANUARY,6257,709,16,3395.04,Recall-CG,2.2566995768688294,4.788490832157969
Prdt-2,E,21 Months,Control,JANUARY,6843,332,9,1529.43,Recall-CG,2.710843373493976,4.6067168674698795
Prdt-2,E,21 Months,Control,JANUARY,176,36,0,0.0,Recall-CG,0.0,0.0
Prdt-2,E,21 Months,Targeted,JANUARY,49458,2852,65,14074.71,Recall-TG,2.279102384291725,4.935031556802244
Prdt-2,E,21 Months,Targeted,JANUARY,25940,4327,219,46480.79,Recall-TG,5.0612433556736764,10.742036052692397
Prdt-2,E,21 Months,Targeted,JANUARY,1600,282,8,1767.3,Recall-TG,2.8368794326241136,6.267021276595744
Prdt-2,E,21 Months,Targeted,JANUARY,56330,6225,213,48229.92,Recall-TG,3.4216867469879517,7.747778313253011
Prdt-2,E,21 Months,Targeted,JANUARY,61647,2976,75,16298.26,Recall-TG,2.5201612903225805,5.476565860215054
Prdt-2,E,24 Months,Control,JANUARY,6843,309,11,2855.37,Recall-CG,3.559870550161812,9.240679611650485
Prdt-2,E,24 Months,Control,JANUARY,6257,880,32,7092.01,Recall-CG,3.6363636363636362,8.059102272727273
Prdt-2,E,24 Months,Control,JANUARY,3660,288,5,1158.1,Recall-CG,1.7361111111111112,4.0211805555555555
Prdt-2,E,24 Months,Control,JANUARY,176,25,1,153.0,Recall-CG,4.0,6.12
Prdt-2,E,24 Months,Control,JANUARY,6257,648,30,5884.8,Recall-CG,4.62962962962963,9.081481481481482
Prdt-2,E,24 Months,Control,JANUARY,2880,419,19,3304.15,Recall-CG,4.534606205250596,7.8857995226730315
Prdt-2,E,24 Months,Targeted,JANUARY,1600,257,8,1866.99,Recall-TG,3.11284046692607,7.264552529182879
Prdt-2,E,24 Months,Targeted,JANUARY,25940,3624,180,44077.73,Recall-TG,4.966887417218543,12.162729028697573
Prdt-2,E,24 Months,Targeted,JANUARY,56330,7493,283,63281.35,Recall-TG,3.7768584011744295,8.445395702655812
Prdt-2,E,24 Months,Targeted,JANUARY,61647,2940,89,19076.45,Recall-TG,3.0272108843537415,6.48858843537415
Prdt-2,E,24 Months,Targeted,JANUARY,49458,2576,72,15818.46,Recall-TG,2.7950310559006213,6.14070652173913
Prdt-2,E,24 Months,Targeted,JANUARY,56330,5825,256,58778.61,Recall-TG,4.394849785407725,10.090748497854078
Prdt-2,E,27 Months,Control,JANUARY,2880,354,8,1791.43,Recall-CG,2.2598870056497176,5.060536723163842
Prdt-2,E,27 Months,Control,JANUARY,7320,283,5,903.62,Recall-CG,1.76678445229682,3.1930035335689047
Prdt-2,E,27 Months,Control,JANUARY,134579,416,8,1413.65,Recall-CG,1.9230769230769231,3.3981971153846158
Prdt-2,E,27 Months,Control,JANUARY,6257,619,20,4401.3,Recall-CG,3.231017770597738,7.110339256865913
Prdt-2,E,27 Months,Control,JANUARY,176,23,0,0.0,Recall-CG,0.0,0.0
Prdt-2,E,27 Months,Targeted,JANUARY,2465880,3781,104,23817.94,Recall-TG,2.75059508066649,6.299375826500925
Prdt-2,E,27 Months,Targeted,JANUARY,214318,2639,51,9288.22,Recall-TG,1.9325502084122772,3.5195983327017806
Prdt-2,E,27 Months,Targeted,JANUARY,56330,5491,191,47893.62,Recall-TG,3.4784192314696774,8.722203605900566
Prdt-2,E,27 Months,Targeted,JANUARY,1600,247,5,1411.64,Recall-TG,2.0242914979757085,5.715141700404859
Prdt-2,E,27 Months,Targeted,JANUARY,25940,3458,138,26141.25,Recall-TG,3.990746096009254,7.5596443030653555
Prdt-2,E,12 Months,Targeted,JULY,6722,6722,459,91931.93,EGRecall12Employed,6.8283249033025895,13.676276405831597
Prdt-2,E,12 Months,Control,JULY,755,755,50,9045.89,EGRecall12EmployedControl,6.622516556291391,11.981311258278145
Prdt-2,E,12 Months,Targeted,JULY,3044,3044,183,37308.34,EGRecall12FS,6.011826544021025,12.256353482260183
Prdt-2,E,12 Months,Control,JULY,338,338,17,3919.86,EGRecall12FSControl,5.029585798816568,11.597218934911243
Prdt-2,E,12 Months,Targeted,JULY,12737,12737,614,124218.57,EGRecall12Leased,4.820601397503337,9.752576744916386
Prdt-2,E,12 Months,Control,JULY,1415,1415,57,11066.83,EGRecall12LeasedControl,4.028268551236749,7.821081272084806
Prdt-2,E,12 Months,Targeted,JULY,1613,1613,70,13182.39,EGRecall12NONFS,4.3397396156230625,8.172591444513328
Prdt-2,E,12 Months,Targeted,JULY,1592,1592,59,10563.24,EGRecall12NONFS,3.7060301507537687,6.6352010050251256
Prdt-2,E,12 Months,Control,JULY,177,177,6,782.55,EGRecall12NONFSControl,3.389830508474576,4.421186440677966
Prdt-2,E,12 Months,Control,JULY,179,179,10,2363.23,EGRecall12NONFS-Control,5.58659217877095,13.202402234636871
Prdt-2,E,12 Months,Targeted,JULY,284,284,11,892.24,EGRecall12NV,3.873239436619718,3.1416901408450704
Prdt-2,E,12 Months,Control,JULY,31,31,1,314.55,EGRecall12NVControl,3.225806451612903,10.146774193548387
Prdt-2,E,15 Months,Targeted,JULY,12878,12878,422,83772.61,EGRecall14Leased,3.276906351918,6.50509473520733
Prdt-2,E,15 Months,Control,JULY,1431,1431,48,8367.76,EGRecall14LeasedControl,3.3542976939203357,5.847491264849755
Prdt-2,E,15 Months,Targeted,JULY,6440,6440,268,50129.21,EGRecall15Employed,4.161490683229814,7.784038819875776
Prdt-2,E,15 Months,Control,JULY,725,725,28,5309.89,EGRecall15EmployedControl,3.8620689655172415,7.323986206896552
Prdt-2,E,15 Months,Targeted,JULY,2828,2828,90,20642.0,EGRecall15FS,3.182461103253183,7.299151343705799
Prdt-2,E,15 Months,Control,JULY,314,314,18,5016.61,EGRecall15FSControl,5.7324840764331215,15.976464968152865
Prdt-2,E,15 Months,Targeted,JULY,1411,1411,42,8656.4,EGRecall15NONFS,2.97661233167966,6.134939759036144
Prdt-2,E,15 Months,Targeted,JULY,1379,1379,38,6546.67,EGRecall15NONFS,2.755620014503263,4.7474039158810735
Prdt-2,E,15 Months,Control,JULY,153,153,4,723.03,EGRecall15NONFSControl,2.6143790849673203,4.725686274509804
Prdt-2,E,15 Months,Control,JULY,157,157,5,1182.97,EGRecall15NONFS-Control,3.1847133757961785,7.534840764331211
Prdt-2,E,15 Months,Targeted,JULY,259,259,10,1924.36,EGRecall15NV,3.861003861003861,7.42996138996139
Prdt-2,E,15 Months,Control,JULY,29,29,3,1006.54,EGRecall15NVControl,10.344827586206897,34.708275862068966
Prdt-2,E,18 Months,Targeted,JULY,12748,12748,386,73852.68,EGRecall16Leased,3.027925949168497,5.793275807969877
Prdt-2,E,18 Months,Control,JULY,1416,1416,40,8478.64,EGRecall16LeasedControl,2.824858757062147,5.9877401129943495
Prdt-2,E,18 Months,Targeted,JULY,4159,4159,151,30596.6,EGRecall18Employed,3.6306804520317386,7.356720365472469
Prdt-2,E,18 Months,Control,JULY,467,467,22,4674.42,EGRecall18EmployedControl,4.710920770877944,10.00946466809422
Prdt-2,E,18 Months,Targeted,JULY,1798,1798,57,12099.14,EGRecall18FS,3.170189098998888,6.729221357063404
Prdt-2,E,18 Months,Control,JULY,200,200,6,1641.25,EGRecall18FSControl,3.0,8.20625
Prdt-2,E,18 Months,Targeted,JULY,7916,7916,218,42078.13,EGRecall18Leased,2.7539161192521475,5.315579838302172
Prdt-2,E,18 Months,Control,JULY,880,880,23,4885.53,EGRecall18LeasedControl,2.6136363636363633,5.551738636363636
Prdt-2,E,18 Months,Targeted,JULY,888,888,21,5756.56,EGRecall18NONFS,2.364864864864865,6.482612612612613
Prdt-2,E,18 Months,Targeted,JULY,909,909,31,5631.35,EGRecall18NONFS,3.4103410341034106,6.195104510451046
Prdt-2,E,18 Months,Control,JULY,101,101,1,179.0,EGRecall18NONFSControl,0.9900990099009901,1.7722772277227723
Prdt-2,E,18 Months,Control,JULY,99,99,0,0.0,EGRecall18NONFS-Control,0.0,0.0
Prdt-2,E,18 Months,Targeted,JULY,192,192,4,420.75,EGRecall18NV,2.083333333333333,2.19140625
Prdt-2,E,18 Months,Control,JULY,21,21,2,429.38,EGRecall18NVControl,9.523809523809524,20.446666666666665
Prdt-2,E,21 Months,Targeted,JULY,8803,8803,237,45296.94,EGRecall20Leased,2.6922640009087813,5.1456253549926165
Prdt-2,E,21 Months,Control,JULY,978,978,20,4417.63,EGRecall20LeasedControl,2.044989775051125,4.51700408997955
Prdt-2,E,21 Months,Targeted,JULY,6365,6365,200,41680.12,EGRecall21Employed,3.1421838177533385,6.5483299293008645
Prdt-2,E,21 Months,Control,JULY,714,714,14,2750.95,EGRecall21EmployedControl,1.9607843137254901,3.8528711484593834
Prdt-2,E,21 Months,Targeted,JULY,3053,3053,77,17203.06,EGRecall21FS,2.522109400589584,5.634805109728137
Prdt-2,E,21 Months,Control,JULY,339,339,14,2451.24,EGRecall21FSControl,4.129793510324483,7.2307964601769905
Prdt-2,E,21 Months,Targeted,JULY,1612,1612,36,8177.79,EGRecall21NONFS,2.2332506203473943,5.073070719602978
Prdt-2,E,21 Months,Targeted,JULY,1574,1574,28,6611.4,EGRecall21NONFS,1.7789072426937738,4.2003811944091485
Prdt-2,E,21 Months,Control,JULY,179,179,4,263.98,EGRecall21NONFSControl,2.2346368715083798,1.4747486033519555
Prdt-2,E,21 Months,Control,JULY,175,175,5,520.25,EGRecall21NONFS-Control,2.857142857142857,2.972857142857143
Prdt-2,E,21 Months,Targeted,JULY,261,261,1,185.34,EGRecall21NV,0.38314176245210724,0.7101149425287356
Prdt-2,E,21 Months,Control,JULY,29,29,1,158.45,EGRecall21NVControl,3.4482758620689653,5.463793103448276
Prdt-2,E,24 Months,Targeted,JULY,12367,12367,303,60378.37,EGRecall22Leased,2.450068731301043,4.882216382307755
Prdt-2,E,24 Months,Control,JULY,1374,1374,25,3723.13,EGRecall22LeasedControl,1.8195050946142648,2.7097016011644834
Prdt-2,E,24 Months,Targeted,JULY,6459,6459,232,50800.6,EGRecall24Employed,3.5918872890540334,7.865087474841307
Prdt-2,E,24 Months,Control,JULY,727,727,20,3075.89,EGRecall24EmployedControl,2.7510316368638237,4.230935350756534
Prdt-2,E,24 Months,Targeted,JULY,2773,2773,81,18135.53,EGRecall24FS,2.9210241615578796,6.540039668229354
Prdt-2,E,24 Months,Control,JULY,308,308,9,2505.66,EGRecall24FSControl,2.922077922077922,8.13525974025974
Prdt-2,E,24 Months,Targeted,JULY,12991,12991,381,84476.48,EGRecall24Leased,2.9327996305134323,6.502692633361558
Prdt-2,E,24 Months,Control,JULY,1443,1443,54,12274.23,EGRecall24LeasedControl,3.7422037422037424,8.506049896049896
Prdt-2,E,24 Months,Targeted,JULY,1553,1553,36,9923.32,EGRecall24NONFS,2.31809401159047,6.389774629748873
Prdt-2,E,24 Months,Targeted,JULY,1557,1557,42,7364.31,EGRecall24NONFS,2.697495183044316,4.72980732177264
Prdt-2,E,24 Months,Control,JULY,173,173,5,1160.03,EGRecall24NONFSControl,2.8901734104046244,6.705375722543352
Prdt-2,E,24 Months,Control,JULY,172,172,4,1135.17,EGRecall24NONFS-Control,2.3255813953488373,6.59982558139535
Prdt-2,E,24 Months,Targeted,JULY,263,263,4,790.0,EGRecall24NV,1.520912547528517,3.0038022813688214
Prdt-2,E,24 Months,Control,JULY,29,29,1,40.6,EGRecall24NVControl,3.4482758620689653,1.4000000000000001
Prdt-2,E,27 Months,Targeted,JULY,11276,11276,271,60136.8,EGRecall26Leased,2.4033345157857395,5.333167789996453
Prdt-2,E,27 Months,Control,JULY,1253,1253,39,7540.96,EGRecall26LeasedControl,3.1125299281723864,6.018324022346369
Prdt-2,E,27 Months,Targeted,JULY,343,343,6,1354.65,EGRecall27Employed,1.749271137026239,3.9494169096209917
Prdt-2,E,27 Months,Control,JULY,38,38,1,474.5,EGRecall27EmployedControl,2.631578947368421,12.486842105263158
Prdt-2,E,27 Months,Targeted,JULY,722,722,12,2286.96,EGRecall27FS,1.662049861495845,3.167534626038781
Prdt-2,E,27 Months,Control,JULY,80,80,1,90.0,EGRecall27FSControl,1.25,1.125
Prdt-2,E,27 Months,Targeted,JULY,149,149,5,801.96,EGRecall27NONFS,3.3557046979865772,5.382281879194631
Prdt-2,E,27 Months,Targeted,JULY,156,156,2,236.25,EGRecall27NONFS,1.282051282051282,1.5144230769230769
Prdt-2,E,27 Months,Control,JULY,16,16,1,179.0,EGRecall27NONFSControl,6.25,11.1875
Prdt-2,E,27 Months,Control,JULY,17,17,1,471.0,EGRecall27NONFS-Control,5.88235294117647,27.705882352941178
Prdt-2,E,12 Months,Targeted,JUNE,6575,6575,425,79940.54,EGRecall12Employed,6.4638783269961975,12.158257034220531
Prdt-2,E,12 Months,Control,JUNE,731,731,46,10351.95,EGRecall12EmployedControl,6.292749658002736,14.161354309165528
Prdt-2,E,12 Months,Targeted,JUNE,2919,2919,142,30015.98,EGRecall12FS,4.864679684823569,10.28296676944159
Prdt-2,E,12 Months,Control,JUNE,324,324,12,1977.43,EGRecall12FSControl,3.7037037037037033,6.103179012345679
Prdt-2,E,12 Months,Targeted,JUNE,11468,11468,588,122043.1,EGRecall12Leased,5.1273107778165325,10.642056156260901
Prdt-2,E,12 Months,Control,JUNE,1274,1274,59,11556.18,EGRecall12LeasedControl,4.631083202511774,9.070784929356359
Prdt-2,E,12 Months,Targeted,JUNE,1480,1480,53,11081.78,EGRecall12NONFS,3.581081081081081,7.487689189189189
Prdt-2,E,12 Months,Targeted,JUNE,1480,1480,53,9859.77,EGRecall12NONFS,3.581081081081081,6.662006756756757
Prdt-2,E,12 Months,Control,JUNE,164,164,12,2740.31,EGRecall12NONFSControl,7.317073170731707,16.70920731707317
Prdt-2,E,12 Months,Control,JUNE,164,164,6,1107.11,EGRecall12NONFS-Control,3.6585365853658534,6.7506707317073165
Prdt-2,E,12 Months,Targeted,JUNE,228,228,9,989.48,EGRecall12NV,3.9473684210526314,4.339824561403509
Prdt-2,E,12 Months,Control,JUNE,25,25,1,93.45,EGRecall12NVControl,4.0,3.738
Prdt-2,E,15 Months,Targeted,JUNE,11845,11845,385,78758.25,EGRecall14Leased,3.2503165892781767,6.649071338117349
Prdt-2,E,15 Months,Control,JUNE,1316,1316,52,10316.42,EGRecall14LeasedControl,3.951367781155015,7.839224924012158
Prdt-2,E,15 Months,Targeted,JUNE,6801,6801,269,51948.15,EGRecall15Employed,3.955300691074842,7.63831054256727
Prdt-2,E,15 Months,Control,JUNE,756,756,34,6854.19,EGRecall15EmployedControl,4.497354497354497,9.066388888888888
Prdt-2,E,15 Months,Targeted,JUNE,2988,2988,111,18963.08,EGRecall15FS,3.7148594377510036,6.3464123159303885
Prdt-2,E,15 Months,Control,JUNE,332,332,5,1144.42,EGRecall15FSControl,1.5060240963855422,3.4470481927710845
Prdt-2,E,15 Months,Targeted,JUNE,1380,1380,45,9380.17,EGRecall15NONFS,3.260869565217391,6.797224637681159
Prdt-2,E,15 Months,Targeted,JUNE,1377,1377,37,6582.42,EGRecall15NONFS,2.6870007262164126,4.7802614379084964
Prdt-2,E,15 Months,Control,JUNE,153,153,6,1091.71,EGRecall15NONFSControl,3.9215686274509802,7.135359477124183
Prdt-2,E,15 Months,Control,JUNE,153,153,6,1088.15,EGRecall15NONFS-Control,3.9215686274509802,7.112091503267974
Prdt-2,E,15 Months,Targeted,JUNE,240,240,3,967.59,EGRecall15NV,1.25,4.031625
